ID,Marked,Frame0,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15
d969c10c944af1a17e4c648b211295eb,1,"[[(365, 375), (329, 430)]]","[[(314, 376), (361, 431)]]","[[(289, 377), (347, 423)]]","[[(327, 372), (259, 424)]]","[[(296, 372), (227, 423)]]","[[(258, 373), (200, 421)]]","[[(226, 370), (188, 425)]]","[[(200, 373), (164, 424)]]","[[(174, 376), (150, 425)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M
d9e78bb7400bd4f8d6cdfb311bad9df0,1,"[[(358, 101), (449, 160)], [(192, 525), (100, 595)]]","[[(340, 102), (433, 164)], [(137, 524), (219, 595)]]","[[(313, 107), (391, 162)], [(173, 526), (251, 596)]]","[[(274, 106), (336, 159)], [(216, 529), (289, 595)]]","[[(233, 98), (269, 154)]]","[[(175, 97), (226, 157)], [(340, 592), (291, 527)]]","[[(121, 98), (192, 161)], [(316, 525), (361, 594)]]","[[(158, 101), (87, 162)], [(327, 526), (369, 594)]]","[[(149, 104), (71, 163)]]","[[(171, 102), (88, 167)]]","[[(347, 524), (310, 591)], [(198, 101), (129, 163)]]","[[(300, 524), (257, 593)]]","[[(255, 522), (197, 594)]]","[[(341, 100), (286, 162)], [(212, 524), (146, 595)]]","[[(387, 166), (320, 101)], [(193, 528), (110, 593)]]","[[(429, 159), (344, 106)], [(95, 526), (179, 596)]]"
da0fb27c406b931e7199c5d087f8ef82,1,N/M,N/M,"[[(408, 453), (377, 508)]]","[[(402, 520), (363, 439)]]","[[(370, 516), (329, 437)]]","[[(282, 432), (345, 518)]]","[[(305, 434), (238, 513)]]","[[(259, 431), (184, 520)]]","[[(210, 432), (139, 514)]]","[[(173, 431), (112, 520)]]","[[(158, 431), (99, 521)]]","[[(161, 431), (107, 514)]]",N/M,N/M,N/M,N/M
da92d0aae2f5450422d6306d450b90a0,1,"[[(373, 437), (337, 386)]]","[[(376, 438), (328, 373)]]","[[(377, 442), (316, 365)]]","[[(292, 362), (370, 436)]]","[[(256, 356), (366, 436)]]","[[(224, 353), (324, 436)]]","[[(281, 357), (195, 435)]]","[[(234, 356), (173, 436)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
db0cdcca2a5a5cdeca7e1d107ce51eb2,1,"[[(253, 237), (190, 286)], [(365, 91), (436, 150)], [(445, 154), (376, 204)]]","[[(383, 89), (426, 147)], [(443, 150), (371, 199)], [(245, 233), (188, 286)]]","[[(343, 92), (385, 149)], [(406, 152), (344, 200)], [(240, 234), (205, 285)]]","[[(284, 91), (329, 156)], [(261, 232), (212, 284)]]","[[(247, 238), (210, 286)], [(260, 90), (214, 139)]]","[[(201, 91), (160, 132)]]","[[(162, 86), (117, 125)]]",N/M,N/M,N/M,"[[(326, 290), (289, 236)]]","[[(313, 289), (273, 232)]]","[[(301, 289), (255, 234)]]","[[(294, 287), (232, 230)]]","[[(214, 231), (283, 288)], [(319, 148), (381, 195)], [(399, 169), (333, 92)]]","[[(353, 91), (418, 148)], [(354, 149), (433, 198)], [(196, 234), (267, 287)]]"
db44e0a5c630f31e41b8a1060bc48615,1,"[[(294, 192), (221, 242)], [(356, 564), (298, 519)]]","[[(291, 192), (211, 238)], [(372, 565), (309, 523)]]","[[(361, 565), (310, 519)], [(282, 185), (217, 246)]]","[[(337, 566), (298, 522)]]","[[(298, 564), (264, 520)], [(364, 255), (323, 187)]]","[[(300, 255), (362, 187)]]","[[(349, 254), (270, 188)]]","[[(327, 254), (236, 185)]]","[[(290, 250), (200, 184)]]","[[(254, 248), (171, 188)]]","[[(222, 185), (147, 249)]]","[[(201, 185), (138, 252)]]",N/M,"[[(273, 530), (239, 569)], [(248, 193), (299, 244)]]","[[(238, 191), (305, 242)], [(270, 571), (298, 523)]]","[[(228, 192), (299, 244)], [(291, 519), (327, 570)]]"
db73cda1eecf5c53168b9e60dbfe4600,1,"[[(183, 520), (137, 602)]]","[[(176, 524), (211, 603)], [(76, 93), (119, 156)]]","[[(209, 522), (243, 606)], [(102, 91), (155, 156)]]","[[(241, 523), (283, 605)]]",N/M,"[[(405, 284), (351, 348)]]","[[(393, 283), (336, 353)]]","[[(364, 283), (306, 349)]]","[[(311, 283), (259, 349)]]","[[(257, 282), (205, 349)]]","[[(212, 281), (157, 350)], [(314, 519), (281, 598)]]","[[(128, 283), (178, 350)], [(271, 518), (231, 602)]]","[[(314, 89), (261, 151)], [(234, 519), (187, 601)], [(113, 282), (157, 343)]]","[[(238, 90), (187, 156)], [(197, 524), (149, 601)]]","[[(168, 92), (132, 157)], [(184, 523), (128, 603)]]","[[(83, 101), (121, 158)], [(178, 523), (117, 604)]]"
db792128393f41515b659304359029e2,1,"[[(200, 532), (124, 596)]]","[[(225, 537), (151, 596)]]","[[(195, 529), (255, 599)]]","[[(238, 531), (287, 598)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(206, 536), (169, 595)]]","[[(184, 533), (137, 597)]]","[[(187, 539), (123, 598)]]"
db948894aa7e054cbd17a8298791f2a1,1,"[[(279, 245), (199, 294)]]","[[(301, 245), (207, 293)]]","[[(309, 246), (223, 293)]]",N/M,N/M,N/M,"[[(325, 242), (390, 295)]]","[[(356, 242), (284, 292)]]","[[(322, 243), (240, 292)]]","[[(273, 242), (197, 292)]]","[[(223, 242), (150, 294)]]",N/M,N/M,"[[(204, 246), (262, 290)]]","[[(259, 244), (196, 291)]]","[[(270, 240), (186, 292)]]"
db9ebf315538650944c0cfad8c6ac70f,1,N/M,N/M,N/M,N/M,N/M,"[[(232, 163), (311, 218)]]","[[(158, 166), (250, 223)]]","[[(318, 255), (377, 311)], [(187, 224), (97, 167)]]","[[(265, 255), (334, 305)], [(141, 219), (75, 163)]]","[[(212, 254), (283, 310)]]","[[(155, 250), (226, 308)], [(261, 347), (320, 397)]]","[[(279, 355), (201, 392)]]","[[(233, 349), (153, 394)]]","[[(182, 350), (118, 393)]]",N/M,N/M
dc834b5d53aaab3b7cc909a101f3c263,1,N/M,N/M,N/M,N/M,"[[(349, 529), (302, 481)]]","[[(322, 525), (262, 478)]]","[[(284, 527), (213, 480)]]","[[(242, 529), (172, 478)]]","[[(205, 527), (158, 479)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M
dcb8721ca9aca86afc1d7db6d3ff8ff3,1,N/M,N/M,"[[(404, 590), (357, 654)]]","[[(385, 592), (341, 656)]]","[[(349, 592), (298, 658)]]","[[(247, 591), (297, 657)]]","[[(196, 590), (244, 657)]]","[[(154, 593), (198, 657)]]","[[(125, 594), (167, 655)]]","[[(119, 594), (150, 655)]]",N/M,N/M,N/M,N/M,N/M,N/M
dd6961ebbb026a98f77e61ee670f2e14,1,N/M,N/M,N/M,N/M,N/M,"[[(291, 251), (324, 305)]]","[[(268, 250), (329, 295)]]","[[(240, 250), (310, 293)]]","[[(217, 250), (287, 292)]]","[[(193, 252), (259, 296)]]","[[(231, 251), (190, 302)]]","[[(186, 261), (213, 301)]]",N/M,N/M,N/M,N/M
ddd3c78c0af70e8d41cdf609347bfc21,1,N/M,N/M,N/M,N/M,N/M,N/M,"[[(334, 184), (378, 228)]]","[[(286, 189), (362, 233)]]","[[(235, 190), (307, 237)]]","[[(181, 190), (249, 234)]]","[[(139, 184), (196, 234)]]","[[(155, 191), (122, 233)]]",N/M,N/M,N/M,N/M
de61784ab35622c44df1858da3252f6a,1,"[[(400, 188), (325, 143)]]","[[(319, 145), (386, 185)]]","[[(299, 138), (362, 185)]]","[[(268, 144), (323, 181)]]","[[(229, 138), (269, 174)]]","[[(242, 136), (198, 171)]]","[[(206, 137), (158, 169)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(393, 187), (313, 141)]]"
dea2fc4ea167126d84550520809fe255,1,"[[(157, 462), (202, 511)]]","[[(175, 461), (216, 514)]]",N/M,N/M,N/M,"[[(377, 520), (341, 578)]]","[[(346, 518), (395, 578)]]","[[(336, 519), (388, 579)]]","[[(378, 581), (309, 517)]]","[[(353, 581), (280, 515)]]","[[(301, 519), (236, 582)]]","[[(243, 519), (200, 584)]]","[[(261, 462), (209, 512)], [(155, 519), (196, 579)]]","[[(232, 459), (179, 512)]]","[[(213, 460), (152, 508)]]","[[(138, 458), (203, 508)]]"
df788b51010c6de82fd1a3ff755ddf31,1,N/M,N/M,N/M,"[[(273, 82), (321, 124)]]","[[(230, 83), (275, 136)]]","[[(229, 84), (195, 138)]]","[[(199, 87), (158, 151)]]","[[(194, 89), (129, 148)]]","[[(196, 89), (119, 149)]]","[[(208, 82), (135, 148)]]",N/M,N/M,N/M,N/M,N/M,N/M
dfc053d81dd99368f5bd66d6d6f32710,1,"[[(252, 308), (177, 360)], [(200, 405), (163, 471)], [(268, 453), (231, 525)]]","[[(281, 517), (246, 456)], [(235, 307), (170, 359)], [(210, 409), (166, 467)]]","[[(297, 516), (260, 459)], [(180, 415), (225, 465)], [(226, 306), (167, 354)]]",N/M,N/M,N/M,"[[(318, 519), (272, 463)]]","[[(303, 524), (259, 458)]]","[[(285, 523), (247, 460)]]","[[(261, 521), (230, 466)]]","[[(335, 466), (302, 411)]]","[[(311, 410), (277, 469)]]","[[(238, 408), (303, 469)]]","[[(243, 312), (326, 350)], [(278, 414), (200, 465)]]","[[(211, 310), (291, 356)], [(169, 409), (246, 467)]]","[[(271, 310), (185, 352)], [(161, 411), (219, 466)], [(265, 448), (217, 518)]]"
e00e3a2b4b32513eb31e203e1bb91d87,1,N/M,N/M,N/M,N/M,N/M,"[[(344, 271), (306, 336)]]","[[(343, 269), (304, 334)], [(396, 510), (354, 435)]]","[[(336, 268), (286, 339)], [(352, 435), (396, 510)]]","[[(265, 271), (305, 335)], [(379, 512), (327, 429)]]","[[(238, 269), (280, 339)], [(349, 433), (296, 512)]]","[[(211, 270), (251, 336)], [(298, 430), (247, 506)]]","[[(190, 274), (231, 336)], [(250, 435), (196, 506)]]","[[(172, 273), (213, 332)], [(205, 434), (150, 509)]]","[[(163, 280), (202, 334)], [(180, 434), (123, 510)]]","[[(157, 436), (115, 506)]]",N/M
e06b9551603d329dfe720f67e37ce87b,1,"[[(124, 142), (75, 214)]]","[[(86, 215), (130, 144)]]","[[(373, 267), (283, 335)], [(118, 217), (162, 145)]]","[[(365, 270), (264, 336)], [(363, 385), (330, 458)], [(154, 146), (209, 216)]]","[[(331, 272), (230, 338)], [(355, 381), (305, 457)]]","[[(293, 331), (213, 270)], [(336, 377), (274, 456)]]","[[(256, 330), (199, 267)], [(310, 373), (242, 459)]]","[[(222, 331), (172, 266)], [(276, 375), (206, 459)]]","[[(245, 374), (172, 455)], [(190, 331), (160, 265)]]","[[(214, 371), (150, 459)]]","[[(194, 373), (146, 459)]]",N/M,N/M,N/M,"[[(179, 144), (115, 218)]]","[[(141, 144), (90, 213)]]"
e087226320cc189142228b5fb93ed58f,1,N/M,N/M,N/M,"[[(406, 377), (379, 426)]]","[[(389, 381), (360, 428)]]","[[(234, 204), (183, 156)], [(320, 376), (387, 432)]]","[[(134, 157), (178, 200)], [(267, 378), (339, 432)]]","[[(102, 156), (147, 199)], [(211, 376), (281, 428)]]","[[(94, 157), (134, 202)], [(170, 375), (217, 428)]]","[[(166, 422), (141, 379)], [(355, 478), (311, 529)], [(149, 162), (101, 210)]]","[[(334, 476), (267, 526)]]","[[(292, 474), (220, 529)]]","[[(247, 475), (175, 528)]]","[[(209, 477), (137, 528)]]","[[(184, 477), (117, 525)]]","[[(171, 483), (122, 525)]]"
e1015cda16ab447880b50054bfa6fac4,1,"[[(384, 582), (350, 647)]]","[[(392, 585), (356, 650)]]","[[(387, 580), (350, 652)]]","[[(371, 583), (333, 653)]]","[[(303, 585), (334, 654)]]","[[(282, 583), (251, 656)]]","[[(234, 586), (203, 656)]]","[[(195, 581), (161, 651)]]","[[(136, 583), (171, 654)]]","[[(358, 498), (326, 543)]]","[[(323, 551), (285, 499)]]","[[(286, 500), (246, 553)]]","[[(251, 497), (204, 552)]]","[[(228, 500), (163, 549)]]","[[(204, 498), (142, 549)]]","[[(189, 499), (136, 549)]]"
e11196e89d40e8e964e9bfcd989703b3,1,"[[(309, 389), (361, 437)]]","[[(302, 389), (358, 435)]]","[[(292, 390), (350, 439)]]","[[(276, 385), (358, 435)]]","[[(249, 383), (330, 434)]]","[[(214, 380), (289, 434)]]","[[(258, 381), (189, 431)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
e1364472b4f20738c903e93c697fcb04,1,N/M,N/M,N/M,N/M,N/M,N/M,"[[(346, 123), (406, 168)]]","[[(379, 125), (440, 167)]]","[[(382, 123), (438, 166)]]","[[(362, 119), (421, 168)]]","[[(332, 119), (370, 166)]]","[[(301, 122), (268, 167)]]",N/M,N/M,N/M,N/M
e16f8fbfc1d6abc2eeb554a12420f936,1,"[[(182, 395), (209, 447)], [(226, 439), (259, 472)]]","[[(267, 437), (230, 476)]]","[[(226, 394), (190, 448)], [(235, 437), (275, 476)]]","[[(206, 403), (233, 444)], [(235, 429), (274, 468)]]",N/M,N/M,N/M,"[[(349, 441), (316, 394)]]","[[(338, 442), (310, 394)]]","[[(329, 393), (294, 441)]]","[[(318, 391), (274, 446)]]","[[(303, 393), (246, 444)]]","[[(283, 395), (213, 445)]]","[[(258, 393), (190, 442)]]","[[(233, 392), (178, 444)]]","[[(215, 393), (181, 446)]]"
e195068859c5847b028c905dd1ccb81d,1,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(293, 384), (339, 435)]]","[[(271, 387), (338, 440)]]","[[(240, 390), (326, 440)]]","[[(298, 390), (218, 440)]]","[[(270, 390), (195, 437)]]","[[(240, 395), (183, 440)]]","[[(219, 391), (179, 439)]]"
e1db972735834887e6d8b5a68d84e76f,1,"[[(109, 194), (183, 257)]]","[[(127, 196), (202, 258)]]","[[(158, 197), (224, 257)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(178, 200), (209, 263)]]","[[(137, 194), (186, 265)]]","[[(111, 195), (177, 260)]]"
e253adde4a0a6733cbf12a8e8a17d2d0,1,"[[(298, 529), (364, 588)], [(163, 467), (194, 515)], [(196, 592), (162, 639)]]","[[(325, 521), (389, 587)], [(180, 474), (206, 518)], [(237, 593), (194, 643)]]","[[(228, 593), (277, 637)], [(327, 515), (400, 586)], [(205, 480), (230, 516)]]","[[(271, 594), (325, 640)], [(316, 516), (372, 588)], [(237, 480), (263, 519)]]","[[(294, 515), (341, 588)]]","[[(396, 595), (344, 643)]]","[[(347, 588), (405, 644)]]","[[(340, 592), (390, 645)]]","[[(317, 593), (357, 640)]]","[[(273, 591), (311, 640)]]","[[(299, 465), (270, 516)], [(223, 596), (255, 642)]]","[[(273, 466), (221, 521)]]","[[(182, 466), (243, 521)]]","[[(153, 517), (213, 466)], [(200, 588), (249, 523)], [(178, 596), (151, 638)]]","[[(144, 466), (192, 517)], [(235, 531), (292, 590)], [(166, 592), (136, 637)]]","[[(155, 469), (185, 515)], [(268, 531), (338, 591)], [(174, 592), (143, 634)]]"
e2727205665089f28cec8f2fe3bba381,1,"[[(211, 516), (149, 594)]]","[[(350, 590), (378, 633)], [(214, 520), (166, 591)]]","[[(340, 585), (378, 638)], [(237, 521), (197, 588)]]","[[(315, 580), (381, 640)], [(238, 522), (281, 590)]]","[[(274, 579), (354, 645)]]","[[(235, 580), (304, 644)]]","[[(208, 582), (254, 645)]]","[[(207, 583), (176, 643)]]",N/M,N/M,N/M,N/M,"[[(259, 523), (215, 587)]]","[[(228, 520), (190, 589)]]","[[(223, 518), (167, 593)]]","[[(216, 517), (159, 595)]]"
e299540987bf5ccf60ec2f2562ff67b1,1,"[[(210, 191), (292, 223)]]","[[(210, 191), (287, 226)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(215, 188), (283, 226)]]"
e2b431b503c61a1044815b9c53f3fe4f,1,"[[(155, 215), (202, 300)], [(422, 173), (369, 216)], [(301, 450), (341, 511)]]","[[(421, 174), (380, 214)], [(166, 219), (207, 301)], [(294, 443), (360, 509)]]","[[(374, 510), (285, 446)], [(403, 170), (358, 218)]]","[[(357, 503), (266, 443)], [(362, 166), (324, 218)]]","[[(278, 152), (344, 216)], [(263, 440), (321, 505)]]","[[(289, 162), (212, 218)], [(234, 442), (281, 501)]]","[[(236, 159), (157, 217)]]","[[(185, 161), (114, 218)], [(367, 245), (334, 310)]]","[[(363, 229), (323, 309)], [(152, 161), (92, 207)]]","[[(336, 307), (306, 222)]]","[[(276, 227), (314, 304)]]","[[(236, 226), (287, 306)]]","[[(199, 222), (254, 304)]]","[[(166, 225), (227, 308)], [(288, 452), (251, 509)]]","[[(361, 182), (300, 220)], [(156, 223), (199, 305)], [(309, 449), (274, 509)]]","[[(402, 175), (340, 221)], [(153, 226), (194, 305)], [(323, 451), (297, 511)]]"
e3169583747cf8cceac6b06925703101,1,"[[(415, 204), (339, 264)]]","[[(414, 208), (352, 263)]]","[[(395, 203), (340, 271)]]","[[(349, 205), (320, 268)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(340, 208), (283, 263)]]","[[(386, 207), (314, 268)]]"
e330c71147b29b83782fb79b219efa0f,1,"[[(205, 585), (128, 529)], [(414, 183), (361, 233)]]","[[(234, 527), (168, 587)], [(414, 183), (374, 231)]]","[[(266, 528), (215, 589)], [(381, 181), (345, 229)]]",N/M,N/M,N/M,N/M,N/M,"[[(430, 176), (349, 238)]]","[[(408, 176), (292, 240)]]","[[(343, 177), (241, 238)]]","[[(277, 177), (187, 237)]]","[[(211, 176), (148, 233)], [(228, 522), (194, 583)]]","[[(193, 526), (148, 586)]]","[[(194, 522), (123, 591)]]","[[(189, 525), (115, 589)], [(408, 178), (348, 224)]]"
e356161eeeadb1bbdeda6644e244e8fc,1,"[[(130, 425), (184, 502)], [(344, 80), (411, 133)]]","[[(336, 79), (404, 131)], [(145, 422), (198, 502)]]","[[(313, 77), (361, 125)]]","[[(283, 77), (324, 117)]]",N/M,N/M,"[[(294, 521), (249, 580)], [(398, 424), (357, 495)]]","[[(394, 420), (344, 494)], [(269, 519), (193, 580)]]","[[(386, 419), (320, 502)], [(231, 523), (152, 579)]]","[[(366, 420), (284, 499)], [(200, 518), (129, 581)]]","[[(342, 419), (238, 503)], [(176, 523), (138, 582)]]","[[(193, 425), (300, 500)]]","[[(159, 422), (257, 500)]]","[[(130, 422), (221, 498)]]","[[(117, 422), (198, 501)], [(376, 89), (306, 134)]]","[[(408, 82), (335, 128)], [(121, 428), (183, 499)]]"
e36ec0125714375592191df6eac2517c,1,"[[(367, 534), (302, 582)], [(302, 590), (362, 642)]]","[[(306, 535), (376, 582)], [(317, 589), (361, 644)]]","[[(312, 534), (367, 580)], [(319, 588), (354, 645)]]","[[(300, 535), (341, 579)], [(305, 590), (336, 637)]]","[[(278, 535), (310, 586)]]","[[(292, 99), (355, 156)]]","[[(309, 97), (406, 167)]]","[[(324, 97), (420, 169)], [(238, 588), (203, 652)]]","[[(313, 95), (415, 168)], [(216, 586), (173, 645)]]","[[(293, 93), (382, 166)], [(196, 581), (156, 644)]]","[[(267, 96), (337, 169)], [(190, 590), (152, 641)]]","[[(288, 93), (227, 163)], [(163, 641), (205, 588)]]","[[(249, 95), (173, 167)], [(233, 640), (192, 592)]]","[[(206, 593), (273, 640)], [(217, 94), (142, 163)]]","[[(239, 591), (307, 642)], [(307, 529), (264, 589)]]","[[(281, 529), (342, 585)], [(345, 641), (273, 593)]]"
e38dcb351fe15acd74d1b0352c0e0e48,1,"[[(196, 536), (121, 595)]]","[[(150, 532), (230, 594)]]","[[(212, 527), (258, 595)]]","[[(256, 530), (293, 593)]]",N/M,"[[(344, 485), (283, 430)]]","[[(344, 481), (278, 429)]]","[[(332, 483), (274, 426)]]","[[(308, 481), (261, 425)]]","[[(281, 481), (247, 426)]]","[[(248, 481), (218, 433)]]",N/M,N/M,"[[(195, 532), (154, 593)]]","[[(243, 438), (211, 480)], [(177, 531), (123, 598)]]","[[(248, 439), (213, 480)], [(178, 534), (111, 596)]]"
e3a631ff06d5c8ab5ce51326932e331c,1,"[[(196, 571), (166, 634)]]","[[(181, 571), (214, 641)]]","[[(206, 567), (244, 640)]]",N/M,N/M,N/M,"[[(404, 208), (363, 139)], [(319, 580), (361, 646)]]","[[(389, 137), (432, 215)], [(319, 580), (358, 643)]]","[[(318, 645), (338, 590)], [(395, 142), (436, 212)]]","[[(378, 140), (425, 205)]]","[[(345, 140), (377, 202)]]","[[(312, 139), (286, 198)]]","[[(248, 141), (216, 199)], [(246, 572), (206, 641)]]","[[(219, 569), (173, 645)], [(186, 139), (151, 199)]]","[[(197, 574), (158, 648)]]","[[(190, 568), (165, 627)]]"
e3d0b351d11d49b2d3e69e41a9260ea0,1,"[[(300, 590), (340, 651)]]","[[(327, 590), (369, 644)]]","[[(340, 593), (367, 642)]]",N/M,N/M,N/M,"[[(310, 210), (381, 259)]]","[[(355, 213), (271, 261)], [(249, 590), (214, 651)]]","[[(235, 216), (315, 259)], [(216, 588), (170, 654)]]","[[(274, 210), (191, 263)], [(191, 589), (135, 655)]]","[[(177, 595), (130, 655)], [(234, 215), (160, 262)]]",N/M,N/M,N/M,"[[(226, 589), (262, 652)]]","[[(268, 588), (305, 650)]]"
e4169734e5c2599df873d5e1bb019766,1,"[[(344, 427), (298, 370)]]","[[(297, 371), (354, 428)]]","[[(288, 370), (361, 427)]]","[[(278, 371), (352, 425)]]","[[(248, 370), (321, 425)]]","[[(286, 372), (226, 426)], [(333, 114), (393, 192)]]","[[(361, 113), (440, 179)], [(257, 372), (207, 428)]]","[[(374, 112), (467, 180)], [(226, 368), (190, 427)]]","[[(373, 111), (451, 186)], [(203, 367), (168, 425)]]","[[(423, 179), (346, 114)]]","[[(361, 175), (298, 108)]]","[[(289, 169), (238, 106)]]","[[(226, 107), (167, 170)]]","[[(164, 108), (112, 174)]]","[[(307, 426), (274, 374)]]","[[(325, 424), (289, 371)]]"
e466360d4bb93b710f63518eab8b37b9,1,"[[(367, 429), (321, 365)], [(295, 449), (344, 524)]]","[[(306, 364), (356, 432)], [(288, 450), (345, 521)]]","[[(276, 353), (356, 432)], [(260, 445), (361, 521)]]","[[(251, 353), (333, 429)], [(252, 446), (350, 521)]]","[[(220, 356), (295, 429)], [(223, 447), (322, 521)]]","[[(198, 355), (257, 430)], [(216, 444), (284, 522)]]","[[(185, 353), (221, 422)], [(193, 442), (244, 518)]]","[[(194, 350), (159, 421)], [(174, 442), (214, 514)]]","[[(177, 352), (146, 419)], [(158, 442), (184, 514)]]",N/M,N/M,N/M,N/M,N/M,"[[(322, 449), (287, 522)]]","[[(356, 364), (315, 440)]]"
e48b103b2d8bedb994c0ce62e15d1662,1,"[[(307, 545), (379, 590)]]","[[(307, 544), (381, 588)]]","[[(373, 585), (299, 539)]]","[[(334, 587), (291, 542)]]","[[(295, 586), (258, 541)]]","[[(252, 588), (219, 541)]]","[[(319, 115), (400, 179)]]","[[(341, 114), (430, 181)]]","[[(350, 118), (428, 179)]]","[[(345, 116), (411, 179)]]","[[(324, 111), (365, 179)]]","[[(317, 111), (278, 179)]]","[[(266, 113), (213, 183)]]","[[(219, 113), (155, 171)]]",N/M,N/M
e4b560b0f6d2c44535610f38a787df93,1,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
e5133432b54a778fb14f43c72e9e9124,1,N/M,N/M,N/M,N/M,"[[(281, 53), (244, 128)]]","[[(230, 64), (186, 135)]]","[[(179, 69), (137, 137)]]","[[(154, 72), (97, 139)]]","[[(147, 71), (75, 138)]]","[[(154, 73), (87, 137)]]","[[(180, 69), (120, 137)]]",N/M,N/M,N/M,N/M,N/M
e6268cdf7c7c51ceb6ee2dd76eb8d356,1,"[[(283, 524), (349, 572)], [(290, 572), (333, 634)]]","[[(307, 524), (363, 569)], [(169, 126), (121, 182)]]","[[(210, 128), (169, 184)], [(320, 521), (359, 573)]]","[[(316, 525), (349, 572)]]","[[(295, 525), (316, 570)]]",N/M,"[[(302, 579), (272, 627)]]","[[(267, 569), (223, 625)], [(375, 120), (443, 189)]]","[[(376, 117), (448, 184)], [(235, 570), (183, 630)]]","[[(348, 117), (426, 182)], [(204, 570), (153, 632)], [(208, 526), (176, 578)]]","[[(297, 115), (359, 183)], [(181, 567), (131, 627)]]","[[(245, 110), (287, 180)], [(178, 564), (121, 629)]]","[[(220, 109), (175, 167)], [(139, 628), (165, 571)]]","[[(206, 630), (166, 562)], [(245, 570), (197, 527)]]","[[(283, 572), (219, 524)], [(199, 564), (253, 629)]]","[[(250, 522), (316, 571)], [(244, 566), (292, 629)]]"
e69ebd61a31b52c1ff560477534cf80b,1,"[[(123, 197), (209, 242)]]","[[(142, 197), (234, 244)]]","[[(181, 194), (258, 245)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(275, 367), (339, 411)]]","[[(226, 368), (296, 409)]]","[[(246, 369), (176, 410)]]","[[(210, 367), (140, 409)]]","[[(179, 361), (122, 411)]]","[[(169, 363), (142, 409)]]"
e75ec32aa94a4d092e6f59c3194aff2a,1,N/M,"[[(303, 352), (346, 408)]]","[[(286, 356), (355, 412)], [(358, 303), (332, 354)]]","[[(261, 355), (339, 410)], [(364, 298), (332, 353)]]","[[(348, 296), (316, 353)], [(305, 358), (229, 409)]]","[[(271, 357), (208, 411)], [(289, 353), (336, 302)]]","[[(257, 354), (321, 301)], [(239, 352), (174, 412)]]","[[(287, 298), (220, 358)]]","[[(251, 300), (187, 357)]]","[[(212, 296), (181, 349)]]","[[(190, 299), (162, 357)]]",N/M,N/M,N/M,N/M,N/M
e78e46f1dc5490ffa8925bc6c277b560,1,"[[(223, 257), (297, 297)]]","[[(290, 252), (218, 296)]]","[[(283, 250), (215, 297)]]","[[(267, 257), (217, 295)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(254, 255), (312, 300)]]","[[(238, 254), (310, 298)]]","[[(232, 254), (304, 298)]]"
e86230438a2d639091e811f7145c263c,1,"[[(376, 586), (348, 631)]]","[[(395, 586), (363, 634)]]","[[(395, 590), (356, 643)]]","[[(386, 591), (328, 646)]]","[[(363, 592), (291, 645)]]","[[(308, 590), (237, 643)]]","[[(253, 590), (192, 645)]]","[[(199, 591), (161, 643)]]","[[(129, 590), (159, 640)]]","[[(112, 591), (135, 638)]]","[[(110, 595), (133, 636)]]",N/M,N/M,"[[(270, 634), (243, 603)]]","[[(311, 633), (286, 591)]]","[[(350, 638), (322, 590)]]"
e8fcca2e33a61919fb9abf405fa73c1e,1,"[[(253, 303), (162, 374)]]","[[(229, 298), (176, 377)]]","[[(217, 297), (170, 376)], [(371, 528), (335, 466)]]","[[(243, 298), (167, 375)], [(351, 526), (310, 460)]]","[[(327, 523), (282, 459)], [(229, 300), (171, 368)]]","[[(296, 524), (244, 461)]]","[[(205, 459), (257, 522)]]","[[(181, 458), (221, 523)]]","[[(159, 458), (190, 520)]]","[[(142, 458), (173, 515)], [(367, 378), (329, 318)]]","[[(361, 370), (315, 307)]]","[[(345, 374), (291, 308)]]","[[(323, 382), (268, 299)]]","[[(237, 300), (335, 373)]]","[[(206, 303), (312, 370)]]","[[(287, 305), (178, 371)]]"
